858	823	547	134	813	560	942	16	118	23	692	824	461	96	831	427	98	282	16	437
922	315	209	538	145	390	905	928	793	312	18	69	42	621	274	353	809	339	1000	451
512	543	221	17	922	543	991	385	424	649	933	338	450	288	734	990	336	716	215	179
787	274	816	250	358	350	260	562	430	363	190	323	741	73	922	365	695	999	443	987
45	136	37	16	991	989	958	462	295	561	806	711	196	166	59	538	868	343	123	74
145	754	293	583	911	333	862	883	808	435	669	884	125	381	526	861	867	565	61	807
712	466	837	63	390	657	817	290	844	709	987	589	608	797	940	439	557	24	699	677
56	688	993	428	969	271	962	50	399	356	816	309	522	298	962	248	299	322	969	868
820	330	869	574	839	70	959	89	535	322	486	508	552	997	589	505	37	373	745	666
295	736	491	459	450	620	532	472	706	70	202	756	341	161	910	430	406	480	172	593
685	984	725	959	95	234	863	921	903	612	728	480	562	850	482	389	473	278	464	820
767	228	544	821	583	285	154	509	106	8	444	504	374	508	548	477	970	451	692	894
106	419	532	361	235	193	654	329	98	293	509	501	402	482	283	379	943	533	509	160
618	957	145	567	401	664	286	229	729	775	624	36	605	917	525	517	57	604	197	226
906	525	542	540	514	986	409	274	980	792	340	581	997	859	577	915	111	417	316	295
538	418	484	494	445	900	598	575	44	948	76	577	630	816	83	661	495	470	891	158
377	838	881	457	200	112	474	919	440	740	649	242	596	856	880	30	93	701	433	371
339	984	381	436	450	830	407	540	247	330	815	787	115	273	216	347	702	553	535	781
508	249	193	320	169	943	852	103	66	56	103	382	58	398	141	711	397	976	109	125
264	86	891	257	631	498	842	914	894	510	827	465	132	483	166	154	649	18	349	563
468	292	605	174	269	459	213	703	269	759	872	392	893	50	278	613	14	754	413	877
924	25	64	706	753	612	336	215	536	305	876	825	427	743	827	96	66	477	866	393
22	967	910	120	129	477	555	845	950	564	431	62	676	590	97	1	843	557	545	657
502	468	96	207	171	373	68	74	352	173	873	593	200	536	50	845	707	170	760	792
21	324	698	421	130	890	814	829	569	455	815	352	386	663	469	103	55	100	71	144
364	270	586	32	52	225	38	865	682	763	733	463	997	29	501	326	985	708	775	150
665	608	815	551	794	764	533	725	467	886	459	304	929	496	452	927	506	377	144	690
464	981	99	66	717	441	951	866	853	210	184	887	195	267	383	670	141	975	139	596
620	138	802	89	818	471	809	881	795	584	180	199	539	326	564	851	73	376	892	227
32	132	209	269	12	872	718	496	544	523	510	304	456	619	883	948	416	442	49	43
137	566	584	930	532	732	770	323	883	992	185	759	497	738	203	784	109	485	88	824
199	241	682	938	791	499	798	677	505	559	972	8	996	321	211	79	496	597	348	924
628	329	176	305	283	224	256	526	654	555	208	428	574	134	974	983	732	551	229	447
380	194	691	878	677	415	761	630	686	860	350	736	784	296	789	316	340	288	695	17
207	450	931	491	787	864	380	61	495	261	528	365	487	846	145	492	852	488	295	325
342	958	67	77	409	477	973	837	922	189	287	373	148	569	713	976	131	846	980	48
271	809	633	711	328	326	941	748	354	324	882	729	693	248	889	733	737	702	250	28
75	817	650	983	914	27	244	774	198	922	76	993	377	175	814	200	278	872	122	265
188	457	472	400	936	78	793	234	381	918	629	288	749	164	563	159	618	23	162	831
489	632	467	812	138	105	167	652	200	528	745	969	337	989	926	24	565	931	78	581
89	423	182	974	279	752	364	152	634	407	207	481	169	503	380	350	409	165	702	363
888	936	166	147	321	960	970	319	100	478	179	47	618	203	720	594	217	114	971	949
989	993	279	181	891	314	448	826	913	988	324	335	304	456	49	127	218	93	844	189
771	441	926	572	686	886	720	113	171	207	246	963	597	795	92	731	442	546	446	192
462	647	570	282	412	940	512	850	552	70	759	218	248	962	965	243	298	221	365	459
975	621	306	252	47	321	655	619	604	530	389	771	69	931	639	240	929	994	190	344
772	977	203	248	517	391	981	508	777	550	861	313	209	464	127	102	99	702	488	842
130	599	708	19	492	384	22	843	880	114	909	389	294	310	603	333	958	278	711	412
739	38	392	639	641	468	141	4	185	142	439	91	717	515	935	868	718	291	36	279
184	545	441	888	788	119	175	691	124	189	450	389	179	630	944	100	275	494	757	802
199	569	830	92	139	270	19	473	762	447	36	567	204	962	753	277	350	249	551	218
635	410	784	91	324	156	287	704	751	539	418	720	543	718	721	358	397	386	303	532
245	316	805	663	169	7	342	986	519	351	880	486	1000	316	670	469	634	272	93	66
594	267	783	24	24	169	245	321	985	126	657	335	418	465	507	406	814	257	384	233
204	259	191	19	532	782	548	79	487	449	473	481	259	313	135	113	601	456	596	525
480	215	977	500	146	645	226	755	997	993	676	773	632	433	635	197	4	638	892	763
617	412	492	897	991	505	659	790	7	695	430	811	64	41	861	847	566	670	364	803
155	923	565	874	102	499	973	591	265	277	83	13	22	584	64	644	816	435	983	506
412	405	650	663	281	96	721	373	616	268	987	279	436	893	879	760	242	290	727	168
944	844	671	660	224	734	662	199	461	745	898	455	586	787	940	957	801	127	581	693
114	924	13	568	88	231	560	98	678	663	147	341	406	530	374	629	497	762	145	747
974	748	684	576	301	858	869	395	20	415	378	20	46	437	517	955	16	400	910	98
554	648	665	138	288	993	104	206	526	675	701	890	522	754	31	665	129	147	803	129
974	310	324	696	479	56	788	605	826	974	503	766	277	141	759	12	981	623	712	251
274	47	756	999	221	965	211	970	747	920	62	931	681	40	806	10	133	919	838	194
796	884	424	565	126	672	472	469	551	590	600	147	574	547	651	604	221	880	845	275
576	284	266	111	149	768	435	33	195	438	643	367	148	249	549	401	407	20	430	247
525	109	278	64	120	718	506	169	351	660	491	874	1	936	221	295	677	543	620	709
411	348	505	24	478	207	463	83	963	269	353	566	635	806	149	946	494	595	348	692
304	300	137	563	856	338	405	952	529	104	497	864	849	844	654	354	889	221	753	529
680	920	571	113	642	843	370	200	235	831	669	257	954	838	991	419	172	985	98	439
441	932	880	63	132	434	704	437	327	136	128	596	572	418	987	132	371	673	848	879
768	796	483	66	111	381	537	500	488	443	39	263	751	612	482	388	270	580	573	828
454	208	852	816	151	815	989	134	201	344	313	467	302	50	643	7	86	724	353	693
759	427	879	322	286	341	48	313	650	990	120	859	834	992	944	896	141	666	48	21
138	176	250	279	131	269	985	24	860	637	879	42	662	562	461	410	993	732	465	456
75	236	506	291	740	730	314	243	151	347	496	335	262	152	528	87	518	902	60	15
918	471	607	653	571	287	179	676	138	32	665	184	589	108	193	275	915	123	940	654
941	964	238	483	555	749	901	502	427	500	649	851	859	675	248	847	881	817	911	809
465	539	250	633	656	337	603	838	828	58	871	412	468	645	316	459	315	152	674	394
279	611	26	487	523	919	642	13	760	218	123	529	248	220	114	502	93	181	367	279
109	694	749	997	879	665	817	801	291	534	175	605	555	350	991	399	277	658	387	896
97	173	372	240	965	332	880	799	682	936	104	194	585	215	99	113	243	119	447	531
41	994	119	894	51	265	230	214	434	252	567	277	17	302	171	108	897	517	276	639
610	831	225	102	908	182	740	587	12	131	335	921	813	309	546	570	498	679	460	932
90	780	724	160	23	514	297	254	492	234	330	656	874	338	143	457	280	979	970	103
720	841	533	1	578	314	111	452	413	95	595	691	445	107	962	259	607	257	669	98
849	992	66	967	34	494	530	887	493	869	146	667	517	389	875	373	324	314	617	237
975	350	889	401	467	627	753	966	763	818	880	436	204	332	819	637	640	617	894	433
961	224	220	417	219	887	234	844	689	680	361	988	695	314	382	788	754	91	735	879
700	99	857	384	56	367	613	194	668	563	33	969	303	45	548	237	664	672	248	848
848	263	842	162	954	762	211	884	165	79	707	419	423	633	903	974	798	215	800	835
60	358	556	681	713	449	628	469	718	212	147	901	676	264	251	270	934	759	589	464
155	86	975	725	226	333	903	408	315	330	213	350	362	879	908	677	230	209	620	291
776	329	883	304	743	475	853	333	823	3	632	912	670	463	781	560	563	47	459	982
100	583	18	405	48	120	184	20	173	109	810	369	369	53	123	234	416	499	287	831
302	948	989	614	701	550	406	772	197	446	341	674	491	313	719	159	176	256	402	211
40	473	259	581	681	215	957	964	300	106	676	485	243	441	247	898	192	484	613	323
457	319	541	570	202	167	679	445	813	651	155	84	472	455	847	494	795	70	492	100
292	990	611	109	199	636	521	535	180	9	382	443	573	900	713	162	439	830	802	545
111	894	702	782	339	91	814	122	698	485	324	658	578	354	465	591	783	580	25	816
194	880	372	952	933	375	716	925	255	47	77	870	886	222	290	9	494	994	398	345
260	952	977	266	58	961	36	68	82	431	201	780	400	500	640	834	877	701	774	454
551	930	713	654	310	778	940	485	663	969	137	668	808	510	770	913	282	8	222	541
908	722	287	864	149	773	803	233	865	470	786	79	7	579	832	473	128	107	370	525
796	406	73	714	876	770	146	439	626	114	892	134	225	666	228	16	177	289	835	292
859	839	683	163	575	362	742	324	356	905	170	427	760	241	37	253	733	868	656	977
728	958	6	138	536	222	799	216	186	513	849	808	53	925	148	112	669	275	227	623
73	316	856	742	97	625	635	940	199	693	182	388	551	126	313	783	532	826	124	100
397	150	248	374	7	749	935	419	512	492	267	111	940	617	449	97	836	7	235	94
660	860	576	478	285	130	945	181	982	433	816	27	976	996	274	884	888	21	166	556
508	191	105	183	807	393	521	613	805	476	584	277	257	334	738	447	267	958	861	121
989	767	200	841	331	517	733	291	35	188	362	693	172	61	276	785	953	170	358	987
215	410	833	689	453	486	918	234	977	261	682	347	608	668	699	942	367	776	425	449
410	581	870	327	491	405	807	59	541	593	19	314	388	573	732	333	1	602	480	857
4	966	784	827	210	264	615	366	708	693	433	863	4	115	746	115	583	382	251	243
637	203	912	357	989	958	128	729	363	366	16	988	47	288	175	175	116	213	731	705
570	155	145	162	431	160	409	779	353	981	914	925	337	778	6	396	289	173	674	453
982	429	90	829	668	884	687	527	941	162	578	989	828	1	333	905	406	119	28	610
641	542	114	32	940	129	480	138	131	639	457	711	393	772	318	77	248	430	606	453
712	89	152	633	717	206	341	347	54	429	830	913	278	973	926	46	920	9	624	84
238	667	888	628	164	795	21	912	201	437	718	277	759	882	846	476	176	456	134	426
135	529	868	891	812	826	303	818	97	274	35	537	879	200	313	323	699	38	859	760
476	887	879	375	135	999	599	15	590	411	131	421	887	229	607	20	60	581	346	95
583	636	30	102	726	960	390	688	71	694	216	603	316	983	165	28	915	731	960	100
313	588	144	536	35	978	698	358	801	754	1000	224	152	965	984	119	626	632	172	148
296	249	406	992	420	17	609	154	175	616	131	529	495	745	132	690	143	581	617	70
880	520	110	286	740	308	847	915	596	820	825	813	640	572	31	389	133	282	941	986
701	40	699	913	177	943	346	345	682	637	40	487	287	16	892	894	396	517	128	248
270	807	336	425	821	555	37	59	661	605	702	583	741	772	872	322	417	433	442	935
596	558	687	334	776	103	200	556	97	938	386	704	843	175	949	56	906	953	659	808
614	164	736	290	99	646	718	63	408	665	126	772	964	661	671	204	619	380	981	66
41	378	754	442	143	853	737	334	923	51	114	543	637	951	783	558	330	930	565	428
153	37	842	178	246	882	705	300	162	569	688	900	814	787	343	602	104	813	159	379
523	89	205	891	440	761	372	336	447	828	239	249	70	213	820	566	277	714	959	66
458	369	133	233	462	532	470	97	652	341	396	529	514	987	112	804	23	426	109	397
551	820	696	203	866	445	269	984	809	223	931	161	126	447	534	724	768	212	383	991
511	634	185	810	340	290	68	813	652	799	815	179	123	845	439	705	986	502	580	191
1000	374	655	341	344	101	30	683	483	639	355	659	146	89	3	810	65	198	772	254
586	632	389	775	300	825	277	177	128	420	139	762	220	402	593	89	228	808	739	35
436	515	449	803	522	777	572	11	692	622	308	551	581	303	665	15	661	819	193	10
76	676	805	125	566	878	155	793	603	952	824	334	183	222	141	318	422	607	595	69
602	623	759	187	225	200	464	421	652	734	862	559	774	676	379	66	24	108	719	8
355	929	957	495	178	798	370	440	356	263	510	373	614	997	580	458	58	504	949	667
369	106	490	503	634	20	817	53	398	391	22	198	451	233	416	928	890	664	664	79
867	771	12	956	865	885	680	340	576	348	977	916	690	305	348	777	598	864	548	318
700	696	494	190	453	100	133	539	857	249	747	562	826	961	764	266	501	899	949	226
87	919	724	684	82	725	223	583	325	50	941	17	142	53	131	695	953	646	501	827
678	484	278	337	221	36	562	236	239	854	290	720	157	170	776	114	499	742	455	220
832	143	154	66	438	948	852	28	809	593	115	129	319	165	435	172	544	248	521	684
205	166	445	720	76	714	585	708	952	102	575	870	839	742	382	701	24	822	258	916
861	241	531	502	870	753	174	456	255	400	358	798	365	866	163	434	294	346	879	790
96	784	875	814	266	578	928	741	795	776	666	113	487	795	263	171	353	840	614	724
100	629	39	213	836	107	599	888	753	401	587	15	764	364	546	113	869	565	520	626
946	482	508	373	892	481	411	779	545	616	662	565	726	480	120	625	291	155	601	550
553	296	724	924	543	685	706	321	795	539	171	528	15	524	129	584	815	410	657	583
584	58	566	264	653	590	642	540	676	754	713	248	127	459	926	26	582	757	979	977
148	821	320	649	439	413	331	183	310	577	691	432	333	430	566	14	143	479	319	447
701	108	358	940	868	705	537	343	329	773	368	312	252	607	539	247	333	161	485	145
174	744	921	712	474	895	920	180	366	522	868	986	820	306	983	341	870	87	674	672
437	302	450	566	650	328	190	737	139	83	327	455	125	347	71	598	393	238	392	501
363	232	721	494	963	665	288	953	693	901	273	828	671	779	854	556	663	64	852	602
17	190	42	361	879	454	244	215	968	273	176	43	25	251	833	38	526	359	607	580
647	221	757	51	774	909	467	959	606	652	665	196	596	340	810	245	604	631	631	60
224	881	39	112	865	890	194	591	976	680	486	161	22	499	630	846	867	371	807	410
44	24	683	697	119	606	378	362	57	485	273	245	723	30	712	673	909	127	723	601
383	601	421	248	423	29	606	335	202	537	989	24	39	787	933	871	265	760	221	493
983	385	242	798	175	660	167	977	129	374	588	962	801	728	872	779	2	580	126	871
102	267	535	959	509	613	997	611	450	699	835	45	419	388	676	357	939	93	848	126
173	147	860	711	406	582	285	596	283	72	776	51	841	282	275	990	627	523	383	416
122	164	302	348	611	28	159	976	488	477	132	21	340	171	595	697	754	423	929	260
278	471	865	179	382	909	241	759	521	65	138	904	224	498	140	440	704	84	818	331
480	275	553	48	974	130	671	327	829	968	360	600	63	360	391	367	991	570	364	876
182	662	360	525	419	977	123	525	354	113	675	110	915	481	954	220	126	691	880	524
80	333	722	787	558	67	777	115	528	311	429	870	547	828	377	148	495	405	540	224
572	815	53	431	754	775	88	954	992	248	408	548	29	911	672	358	722	789	598	651
747	11	699	363	987	697	491	922	859	132	714	598	869	35	242	130	826	485	638	309
690	684	619	480	892	259	373	418	144	908	466	640	434	923	620	471	685	149	219	532
941	5	511	258	431	518	338	453	765	107	179	54	656	647	979	933	399	850	882	466
939	936	909	216	566	400	358	162	22	673	382	877	324	943	546	499	850	578	35	767
693	878	432	713	573	983	409	920	709	651	45	604	375	65	880	534	223	609	131	966
152	905	912	43	982	992	763	733	365	986	513	992	192	327	222	825	565	740	33	108
231	870	62	438	939	162	417	827	592	247	90	116	234	850	799	61	450	787	266	91
693	518	632	237	839	615	542	561	771	63	592	94	651	400	984	646	296	694	162	602
259	997	752	604	804	826	139	367	917	525	735	458	372	618	59	119	955	397	452	453
999	65	877	342	929	622	111	256	112	499	994	526	846	576	604	818	882	302	357	290
645	761	720	457	663	860	374	352	228	927	576	210	336	286	416	167	553	125	665	735
972	162	79	955	409	636	228	520	593	224	69	780	364	401	699	957	917	687	884	567
648	19	359	858	281	153	419	364	732	655	675	72	15	785	701	535	635	125	266	74
157	341	989	585	765	470	341	875	45	790	670	556	918	853	876	645	535	787	741	603
42	40	645	532	848	433	934	714	912	419	670	114	130	550	615	948	373	673	847	365
567	497	879	511	220	225	436	350	229	341	917	594	993	303	121	774	573	917	30	246
814	48	89	130	176	507	8	413	909	889	146	966	245	250	653	170	67	193	523	771
748	471	118	677	165	276	214	788	943	513	760	483	462	681	637	121	583	586	747	815
999	550	679	587	586	440	649	640	861	331	545	329	969	177	678	311	100	805	731	18
938	457	896	815	833	777	290	429	509	527	635	569	661	632	42	819	983	996	352	620
244	835	149	250	704	210	975	287	902	694	839	878	196	821	971	979	79	501	422	750
228	642	309	950	459	870	626	766	575	16	600	77	443	491	539	618	281	890	634	195
405	657	776	939	734	381	516	648	320	375	282	569	461	363	22	638	46	867	761	570
598	321	480	224	242	283	633	709	211	473	146	916	46	642	894	888	727	442	950	27
767	4	383	930	125	457	694	489	258	357	235	676	614	654	107	353	743	673	61	76
329	311	355	447	750	166	865	147	197	985	396	690	274	407	274	740	845	368	412	10
690	958	839	776	69	263	21	781	358	115	115	474	101	940	516	645	34	98	540	656
254	706	673	427	858	107	956	340	994	278	343	478	454	875	306	97	815	73	55	967
201	656	605	945	316	215	965	987	942	990	716	686	650	306	241	575	494	724	499	64
386	892	319	670	394	863	358	966	774	855	884	780	746	620	299	977	561	736	166	379
134	631	311	428	80	994	79	924	499	977	16	829	829	109	200	113	647	895	532	776
581	170	257	803	340	669	975	537	512	892	758	881	47	451	721	135	220	562	866	803
842	413	437	307	75	567	226	745	599	461	958	430	387	729	465	940	335	884	348	646
595	821	996	715	847	875	546	546	201	139	106	552	759	226	231	479	190	840	55	498
571	411	491	420	86	490	138	450	277	770	450	569	682	867	734	275	423	138	603	750
181	489	54	175	430	496	889	936	292	857	413	89	754	265	540	684	696	447	503	720
269	90	479	930	897	537	452	294	528	345	129	909	466	888	335	850	848	819	595	161
989	33	875	511	925	43	730	847	3	713	308	557	441	528	117	860	808	294	980	189
473	950	699	835	3	419	728	429	60	719	42	413	815	921	935	120	949	71	471	25
922	127	384	969	130	297	693	138	400	511	577	60	948	333	652	972	942	537	51	859
583	27	112	998	745	510	727	945	694	754	523	567	822	83	653	833	490	697	111	593
635	705	743	652	516	889	861	37	301	169	666	769	580	999	256	809	900	234	482	110
358	530	647	314	15	622	648	488	951	784	126	261	527	72	979	72	650	441	795	739
814	624	196	184	731	366	459	173	469	513	612	744	235	619	59	787	839	676	387	236
127	977	881	554	675	277	872	224	734	129	833	170	224	233	134	38	864	310	213	299
352	387	252	951	223	312	660	47	228	29	431	1000	485	949	362	930	677	200	608	157
238	174	686	357	911	801	468	632	802	459	467	752	298	174	674	48	459	887	947	231
272	706	909	895	929	559	274	281	262	659	61	764	469	248	839	656	727	332	118	623
78	312	786	711	929	348	87	313	481	377	344	105	224	361	841	447	748	178	994	26
799	735	574	737	357	801	983	524	626	356	188	820	203	865	555	823	219	111	830	842
157	764	807	491	559	693	769	94	605	860	434	68	642	968	551	675	978	625	172	716
271	350	913	873	803	614	831	420	743	461	95	937	152	398	197	431	666	834	240	501
460	589	898	443	793	880	17	324	322	133	236	933	517	340	885	748	230	399	834	902
68	844	825	139	470	90	657	711	168	132	530	977	311	487	967	133	328	880	98	696
906	415	184	515	366	170	150	186	974	55	448	924	721	549	607	390	47	790	402	428
225	295	842	293	558	848	781	888	620	886	983	988	453	909	535	317	699	644	31	753
959	472	510	90	803	699	873	154	3	318	706	618	850	955	848	317	158	835	326	612
603	80	1000	701	59	465	313	611	822	346	819	637	605	92	567	59	44	379	141	262
785	693	889	698	946	980	142	524	636	403	874	171	330	652	907	307	664	833	419	338
461	952	187	584	71	321	435	562	908	21	197	298	258	440	675	79	460	125	61	188
129	616	417	671	793	654	693	327	573	640	264	946	394	950	928	2	794	932	501	26
734	120	601	566	108	921	290	600	969	357	95	148	382	937	801	991	145	423	149	133
93	956	704	124	568	331	847	188	63	273	305	822	33	297	146	669	633	218	486	251
130	458	707	751	562	791	14	104	764	290	971	517	785	281	436	865	975	258	988	316
348	764	936	77	355	970	898	907	443	751	674	387	5	363	762	442	211	779	500	24
857	188	597	899	788	841	335	245	784	737	17	714	692	734	81	565	580	17	826	84
509	559	289	851	458	993	741	370	587	75	185	305	675	952	749	924	708	937	889	877
509	561	197	286	813	670	907	793	412	73	433	729	796	529	496	318	245	417	346	485
667	994	473	369	692	651	719	67	165	328	117	546	480	552	68	26	23	595	738	685
694	435	950	794	511	896	579	970	700	341	680	515	518	252	604	383	782	158	664	117
113	566	966	911	886	75	738	573	977	59	102	251	690	94	732	597	666	451	688	867
947	769	459	883	223	40	197	440	1	631	640	612	496	934	320	235	951	859	250	410
891	898	202	594	492	981	321	150	466	250	941	557	777	972	202	776	602	674	352	636
919	263	497	438	442	910	706	721	648	135	26	636	1000	360	706	539	865	921	546	191
164	890	482	232	76	864	813	798	264	49	561	668	984	896	306	692	556	573	948	880
510	411	322	467	302	710	188	533	923	738	327	641	462	788	657	946	485	202	800	263
999	311	826	210	828	968	73	584	30	576	104	76	668	420	802	638	140	57	245	325
653	919	872	482	831	899	784	416	148	492	159	173	30	2	418	372	313	191	924	161
949	633	394	411	334	22	847	233	97	755	899	956	951	393	683	570	783	504	988	626
768	577	763	894	380	907	633	798	882	140	938	242	525	956	636	563	349	111	769	690
558	199	752	303	196	514	446	876	682	460	792	633	744	241	914	739	432	608	177	774
632	50	955	630	644	320	660	511	785	603	377	443	777	975	111	763	93	505	56	942
592	676	30	442	448	353	246	410	99	77	357	269	13	389	735	274	44	247	570	613
871	114	78	398	278	327	292	794	19	92	492	632	95	583	218	777	139	952	762	610
802	796	583	810	226	330	329	403	162	193	523	357	14	509	291	979	309	98	15	797
889	856	73	337	682	841	457	169	711	782	786	530	256	621	90	34	567	876	210	472
974	412	133	626	243	305	492	787	486	349	934	218	898	501	257	469	51	838	762	230
315	659	256	778	500	417	192	284	387	978	641	444	2	980	948	480	380	197	268	461
333	17	253	760	852	371	309	386	978	447	325	572	234	690	816	858	101	11	650	52
305	640	164	794	613	947	811	474	578	136	851	829	696	753	377	938	587	318	27	258
576	845	101	915	140	238	469	425	891	3	890	591	85	298	351	920	165	285	540	352
707	17	863	505	310	558	192	68	501	449	637	71	519	567	353	538	705	833	751	288
551	762	224	632	968	158	440	593	261	99	191	888	904	706	911	769	971	789	825	497
262	397	896	660	149	706	824	2	699	54	876	273	991	226	872	871	225	563	174	26
343	710	779	886	746	331	329	859	442	743	11	232	645	363	131	356	472	484	241	454
9	753	705	432	744	909	423	74	416	427	492	491	258	654	790	427	137	287	314	139
276	279	753	890	28	327	161	725	896	264	497	250	936	144	120	720	319	633	500	135
163	859	36	511	394	102	214	789	627	624	529	87	369	458	87	567	435	355	971	206
199	46	698	31	959	312	415	279	656	317	418	182	448	215	760	908	455	888	527	863
284	954	767	746	814	209	183	973	26	523	114	889	194	453	457	670	5	622	486	415
606	74	45	54	310	806	814	100	413	470	175	270	232	2	877	697	676	204	302	660
734	206	475	622	555	438	283	811	946	669	1	572	866	286	124	781	967	653	682	166
643	61	560	254	391	593	487	933	538	177	539	605	220	542	201	298	676	394	213	366
679	455	533	946	462	585	63	344	427	532	903	880	377	325	205	80	161	861	419	717
740	182	689	400	303	111	38	56	899	649	467	638	532	672	751	464	815	317	938	144
209	519	110	46	80	953	551	859	446	588	806	248	710	86	589	202	95	789	437	262
900	4	892	111	145	291	612	232	893	669	543	859	665	563	755	523	918	342	40	224
458	325	856	689	767	787	300	281	984	937	255	405	165	344	733	332	821	710	274	577
442	580	519	391	396	729	133	884	620	883	798	318	53	314	786	828	78	766	393	461
638	991	770	627	944	513	947	659	252	978	113	108	260	374	100	6	628	231	633	811
660	378	117	42	261	672	427	307	250	858	859	313	656	31	931	272	761	736	552	959
614	332	482	658	204	220	865	950	928	224	703	201	568	852	227	428	84	189	202	963
662	635	14	376	288	808	571	205	900	847	875	893	767	571	328	215	218	746	308	614
741	518	638	861	691	552	502	24	181	443	564	355	855	744	696	315	698	59	723	394
376	453	7	884	436	172	341	312	401	34	998	659	903	225	712	794	146	940	844	179
306	412	723	719	406	828	545	946	313	932	552	553	22	314	257	455	899	892	848	112
882	698	226	884	839	611	399	977	283	206	694	565	937	572	231	290	659	142	827	297
736	630	807	565	692	162	545	546	885	470	566	794	901	597	909	978	575	171	993	60
372	756	616	385	761	536	403	86	787	741	414	806	795	986	677	863	14	491	492	314
628	472	935	904	413	710	903	161	437	624	54	789	205	843	643	176	709	761	300	571
138	743	988	850	326	198	847	90	988	161	510	241	284	695	536	591	990	354	322	94
811	678	326	335	706	876	522	318	473	677	369	710	638	746	477	737	225	240	104	241
127	477	652	807	341	154	955	182	254	267	372	455	281	388	921	98	6	626	27	356
78	520	311	595	821	957	673	94	259	22	865	478	576	400	46	332	805	135	714	144
871	97	563	33	297	854	320	131	121	614	864	287	97	404	780	990	992	121	11	193
895	51	839	966	420	135	452	694	944	533	836	850	98	67	925	733	312	23	87	988
52	943	139	592	77	623	421	355	561	537	91	471	866	365	72	857	846	325	611	747
912	846	371	153	56	355	81	52	484	354	994	553	303	502	446	130	227	755	255	947
552	220	40	533	463	336	162	533	694	911	638	870	106	306	27	428	833	69	429	689
2	383	929	862	463	361	828	212	320	612	768	519	230	26	76	931	649	276	794	557
311	840	994	857	622	959	442	943	743	649	294	220	715	193	114	111	277	471	393	540
366	536	979	971	312	304	50	234	735	916	288	778	974	472	998	777	885	761	432	11
34	626	332	958	222	35	103	767	240	604	770	442	276	813	635	348	683	126	938	78
191	764	953	359	975	297	968	118	588	696	986	513	24	591	161	797	999	892	9	215
753	223	419	737	728	933	888	169	915	102	953	293	645	112	278	268	605	946	9	600
408	862	116	659	774	536	405	185	928	308	954	958	828	690	19	607	871	6	46	879
421	613	93	370	512	512	496	772	70	710	738	797	332	950	973	201	367	555	24	200
518	63	440	909	511	840	319	233	372	951	167	53	824	399	405	423	75	475	800	534
770	54	774	363	902	335	379	758	759	420	922	427	103	323	513	14	996	78	370	607
935	727	956	907	51	427	750	839	456	678	847	181	531	208	612	711	579	73	254	471
828	351	860	803	980	529	685	981	837	344	476	344	655	342	679	347	747	554	1000	161
196	960	996	883	891	736	458	467	506	239	412	280	942	158	404	305	638	893	821	396
650	361	445	357	780	650	141	714	998	26	15	649	586	539	420	964	602	33	195	902
531	579	981	613	670	949	481	330	384	531	838	593	530	212	210	590	133	956	345	351
